CODICE_VIA,STATO,TIPO,DENOMINAZIONE,DATA_INTITOLAZIONE,ANNO_SOPPRESSIONE,DESCRITTIVO,ANNCSU,OPENSTREETMAP,PROGANNCSU
591,2,1,MOLINO DELLE ARMI,,0,MOLINO DELLE ARMI,MOLINO DELLE ARMI,MOLINO DELLE ARMI,
592,2,1,CAMPO LODIGIANO,,0,CAMPO LODIGIANO,CAMPO LODIGIANO,CAMPO LODIGIANO,
593,2,1,FABBRI (DEI),,0,DEI FABBRI,DEI FABBRI,DEI FABBRI,
594,2,1,MORA GIAN GIACOMO,,0,GIAN GIACOMO MORA,GIAN GIACOMO MORA,GIAN GIACOMO MORA,
595,2,3,RESISTENZA PARTIGIANA,19510313,0,DELLA RESISTENZA PARTIGIANA,DELLA RESISTENZA PARTIGIANA,DELLA RESISTENZA PARTIGIANA,
596,2,1,DON (DEL),,0,DEL DON,DEL DON,DEL DON,
597,2,1,WITTGENS FERNANDA,19701203,0,FERNANDA WITTGENS,FERNANDA WITTGENS,FERNANDA WITTGENS,
598,2,1,MERCANTI,,0,DEI MERCANTI,DEI MERCANTI,MERCANTI,
600,2,4,D'ANCONA PAOLO,,0,PAOLO D'ANCONA,PAOLO D'ANCONA,PAOLO D'ANCONA,
601,2,7,CADORNA LUIGI,,0,LUIGI CADORNA,LUIGI CADORNA,LUIGI CADORNA,
602,2,1,CARDUCCI GIOSUE',,0,GIOSUE' CARDUCCI,GIOSUE' CARDUCCI,GIOSUE' CARDUCCI,
603,2,1,NICOLAO (SAN),,0,SAN NICOLAO,SAN NICOLAO,SAN NICOLAO,
604,2,11,MAGENTA,,0,MAGENTA,MAGENTA,MAGENTA,
605,2,1,BRENTANO GIUSEPPE,,0,GIUSEPPE BRENTANO,GIUSEPPE BRENTANO,GIUSEPPE BRENTANO,
606,2,1,ILLICA LUIGI,,0,LUIGI ILLICA,LUIGI ILLICA,LUIGI ILLICA,
607,2,1,PUCCINI GIACOMO,,0,GIACOMO PUCCINI,GIACOMO PUCCINI,GIACOMO PUCCINI,
608,2,1,ORSOLE (DELLE),,0,DELLE ORSOLE,DELLE ORSOLE,DELLE ORSOLE,
609,2,1,GIOVANNI SUL MURO (SAN),,0,SAN GIOVANNI SUL MURO,SAN GIOVANNI SUL MURO,SAN GIOVANNI SUL MURO,
610,2,1,CAMPERIO MANFREDO,19210608,0,MANFREDO CAMPERIO,MANFREDO CAMPERIO,MANFREDO CAMPERIO,
611,2,1,PORLEZZA,,0,PORLEZZA,PORLEZZA,PORLEZZA,
612,2,1,DANTE,,0,DANTE,DANTE,DANTE,
613,2,1,GIULINI GIORGIO,,0,GIORGIO GIULINI,GIORGIO GIULINI,GIORGIO GIULINI,
614,2,1,MERAVIGLI,,0,MERAVIGLI,MERAVIGLI,MERAVIGLI,
615,2,5,GIOVANNI SUL MURO (SAN),,0,SAN GIOVANNI SUL MURO,DI VIA SAN GIOVANNI SUL MURO,SAN GIOVANNI SUL MURO,
616,2,3,PIETRO E LINO (SANTI),,0,SANTI PIETRO E LINO,SANTI PIETRO E LINO,SANTI PIETRO E LINO,
617,2,5,MARIA ALLA PORTA (SANTA),,0,SANTA MARIA ALLA PORTA,DI VIA SANTA MARIA ALLA PORTA,SANTA MARIA ALLA PORTA,
619,2,1,VITTORE AL TEATRO (SAN),,0,SAN VITTORE AL TEATRO,SAN VITTORE AL TEATRO,SAN VITTORE AL TEATRO,
620,2,1,MARIA ALLA PORTA (SANTA),,0,SANTA MARIA ALLA PORTA,SANTA MARIA ALLA PORTA,SANTA MARIA ALLA PORTA,
621,2,3,AFFARI (DEGLI),,0,DEGLI AFFARI,DEGLI AFFARI,DEGLI AFFARI,
622,2,1,MARIA TERESA,,0,MARIA TERESA,MARIA TERESA,MARIA TERESA,
623,2,1,NEGRI GAETANO,,0,GAETANO NEGRI,GAETANO NEGRI,GAETANO NEGRI,
624,2,1,MARIA SEGRETA (SANTA),,0,SANTA MARIA SEGRETA,SANTA MARIA SEGRETA,SANTA MARIA SEGRETA,
625,2,1,CASATI GABRIO,,0,GABRIO CASATI,GABRIO CASATI,GABRIO CASATI,
626,2,3,CORDUSIO,,0,CORDUSIO,CORDUSIO,CORDUSIO,
627,2,1,CORDUSIO,,0,CORDUSIO,CORDUSIO,CORDUSIO,
628,2,3,EDISON TOMMASO,,0,EDISON TOMMASO,TOMMASO EDISON,TOMMASO EDISON,
629,2,1,POSTA (DELLA),,0,DELLA POSTA,DELLA POSTA,DELLA POSTA,
630,2,1,MARIA FULCORINA (SANTA),,0,SANTA MARIA FULCORINA,SANTA MARIA FULCORINA,SANTA MARIA FULCORINA,
631,2,3,BORROMEO,,0,BORROMEO,BORROMEO,BORROMEO,
632,2,1,BORROMEI,,0,BORROMEI,BORROMEI,BORROMEI,
633,2,1,MORIGI,,0,MORIGI,MORIGI,MORIGI,
634,2,1,CAPPUCCIO,,0,CAPPUCCIO,CAPPUCCIO,CAPPUCCIO,
635,2,1,GORANI,,0,GORANI,GORANI,GORANI,
636,2,1,VIGNA,,0,VIGNA,VIGNA,VIGNA,
637,2,1,BRISA,,0,BRISA,BRISA,BRISA,
638,2,1,LUINI BERNARDINO,,0,BERNARDINO LUINI,BERNARDINO LUINI,BERNARDINO LUINI,
639,2,1,ANSPERTO,,0,ANSPERTO,ANSPERTO,ANSPERTO,
640,2,1,NIRONE,,0,NIRONE,NIRONE,NIRONE,
641,2,1,VALERIA (SANTA),,0,SANTA VALERIA,SANTA VALERIA,SANTA VALERIA,
642,2,1,NECCHI LODOVICO,,0,LODOVICO NECCHI,LODOVICO NECCHI,LODOVICO NECCHI,
643,2,3,AMBROGIO (SANT'),,0,SANT'AMBROGIO,SANT'AMBROGIO,SANT'AMBROGIO,
644,2,1,TERRAGGIO,,0,TERRAGGIO,TERRAGGIO,TERRAGGIO,
645,2,1,BUTTINONE BERNARDINO,19230719,0,BERNARDINO BUTTINONE,BERNARDINO BUTTINONE,BERNARDINO BUTTINONE,
646,2,17,BORELLA GIUSEPPE,,0,GIUSEPPE BORELLA,GIUSEPPE BORELLA,GIUSEPPE BORELLA,
647,2,1,VITTORE (SAN),,0,SAN VITTORE,SAN VITTORE,SAN VITTORE,
648,2,1,AGNESE (SANT'),,0,SANT'AGNESE,SANT'AGNESE,SANT'AGNESE,
649,2,1,ORSOLA (SANT'),,0,SANT'ORSOLA,SANT'ORSOLA,SANT'ORSOLA,
650,2,1,VALPETROSA,,0,VALPETROSA,VALPETROSA,VALPETROSA,
651,2,4,GEMELLI FRA' AGOSTINO,,0,FRA AGOSTINO GEMELLI,FRA AGOSTINO GEMELLI,FRA AGOSTINO GEMELLI,
652,2,4,CADUTI MILANESI PER LA PATRIA (AI),20030510,0,AI CADUTI MILANESI PER LA PATRIA,AI CADUTI MILANESI PER LA PATRIA,AI CADUTI MILANESI PER LA PATRIA,
653,2,4,ANSPERTO,,0,ANSPERTO,ANSPERTO,ANSPERTO,
654,2,4,CROCETTA (DELLA),,0,DELLA CROCETTA,DELLA CROCETTA,DELLA CROCETTA,
655,2,3,QUASIMODO SALVATORE,,0,SALVATORE QUASIMODO,SALVATORE QUASIMODO,SALVATORE QUASIMODO,
656,2,4,GALLARATI SCOTTI TOMMASO,,0,TOMMASO GALLARATI SCOTTI,TOMMASO GALLARATI SCOTTI,TOMMASO GALLARATI SCOTTI,
657,2,4,BERSAGLIERI (DEI),,0,DEI BERSAGLIERI,DEI BERSAGLIERI,DEI BERSAGLIERI,
658,2,27,CALDERINI ARISTIDE,19911127,0,CALDERINI ARISTIDE,ARISTIDE CALDERINI,ARISTIDE CALDERINI,
702,2,1,BERETTA ANTONIO,,0,ANTONIO BERETTA,ANTONIO BERETTA,ANTONIO BERETTA,
703,2,1,LANZA GIOVANNI,,0,GIOVANNI LANZA,GIOVANNI LANZA,GIOVANNI LANZA,
704,2,3,CASTELLO,,0,CASTELLO,CASTELLO,CASTELLO,
705,2,1,JACINI STEFANO,,0,STEFANO JACINI,STEFANO JACINI,STEFANO JACINI,
706,2,1,PALEOCAPA PIETRO,,0,PIETRO PALEOCAPA,PIETRO PALEOCAPA,PIETRO PALEOCAPA,
707,2,1,MINGHETTI MARCO,,0,MARCO MINGHETTI,MARCO MINGHETTI,MARCO MINGHETTI,
708,2,1,RICASOLI BETTINO,,0,BETTINO RICASOLI,BETTINO RICASOLI,BETTINO RICASOLI,
709,2,1,BELTRAMI LUCA,,0,LUCA BELTRAMI,LUCA BELTRAMI, ,
710,2,4,CAIROLI,,0,CAIROLI,CAIROLI,CAIROLI,
711,2,16,BUONAPARTE,,0,BUONAPARTE,BUONAPARTE,BUONAPARTE,
712,2,1,TIVOLI,,0,TIVOLI,TIVOLI,TIVOLI,
713,2,1,ERBE (DELLE),,0,DELLE ERBE,DELLE ERBE,DELLE ERBE,
714,2,1,ARCO,,0,ARCO,ARCO,ARCO,
715,2,1,LANDOLFO,,0,LANDOLFO,LANDOLFO,LANDOLFO,
716,2,1,SACCHI GIUSEPPE,19210608,0,GIUSEPPE SACCHI,GIUSEPPE SACCHI,GIUSEPPE SACCHI,
717,2,1,MERCATO,,0,MERCATO,MERCATO,MERCATO,
718,2,1,PONTE VETERO,,0,PONTE VETERO,PONTE VETERO,PONTE VETERO,
719,2,1,CUSANI,,0,CUSANI,CUSANI,CUSANI,
720,2,1,BROLETTO,,0,BROLETTO,BROLETTO,BROLETTO,
721,2,1,PROSPERO (SAN),,0,SAN PROSPERO,SAN PROSPERO,SAN PROSPERO,
722,2,1,ROVELLO,,0,ROVELLO,ROVELLO,ROVELLO,
723,2,1,TOMASO (SAN),,0,SAN TOMASO,SAN TOMASO,SAN TOMASO,
724,2,1,SELLA QUINTINO,,0,QUINTINO SELLA,QUINTINO SELLA,QUINTINO SELLA,
725,2,1,POZZONE GIUSEPPE,,0,GIUSEPPE POZZONE,GIUSEPPE POZZONE,GIUSEPPE POZZONE,
726,2,4,GREPPI ANTONIO,19900320,0,ANTONIO GREPPI,ANTONIO GREPPI,ANTONIO GREPPI,
727,2,4,CALLAS MARIA,19941213,0,MARIA CALLAS,MARIA CALLAS,MARIA CALLAS,
911,2,3,STATI UNITI D'AMERICA,20020128,0,STATI UNITI D'AMERICA,STATI UNITI D'AMERICA,STATI UNITI D'AMERICA,
1006,2,1,CAPRONI GIANNI,19720615,0,GIANNI CAPRONI,GIANNI CAPRONI,GIANNI CAPRONI,
1007,2,3,EINAUDI LUIGI,,0,LUIGI EINAUDI,LUIGI EINAUDI,LUIGI EINAUDI,
1008,2,2,LIBERAZIONE (DELLA),,0,DELLA LIBERAZIONE,DELLA LIBERAZIONE,DELLA LIBERAZIONE,
1009,2,4,DONEGANI GUIDO,,0,GUIDO DONEGANI,GUIDO DONEGANI,GUIDO DONEGANI,
1010,2,11,GARIBALDI GIUSEPPE,,0,GIUSEPPE GARIBALDI,GIUSEPPE GARIBALDI,GIUSEPPE GARIBALDI,
1011,2,1,STREHLER GIORGIO GIA' VIA DEGLI ANGIOLI,20080701,0,GIORGIO STREHLER,GIORGIO STREHLER,GIORGIO STREHLER,
1012,2,1,ANFITEATRO,,0,ANFITEATRO,ANFITEATRO,ANFITEATRO,
1013,2,1,SOLERA MANTEGAZZA LAURA,,0,LAURA SOLERA MANTEGAZZA,LAURA SOLERA MANTEGAZZA,LAURA SOLERA MANTEGAZZA,
1014,2,1,VASTO,,0,VASTO,VASTO,VASTO,
1015,2,1,PORTA TENAGLIA (DI),,0,DI PORTA TENAGLIA,DI PORTA TENAGLIA,DI PORTA TENAGLIA,
1016,2,1,MOSCOVA (DELLA),,0,DELLA MOSCOVA,DELLA MOSCOVA,DELLA MOSCOVA,
1017,2,1,PINAMONTE DA VIMERCATE,,0,PINAMONTE DA VIMERCATE,PINAMONTE DA VIMERCATE,PINAMONTE DA VIMERCATE,
1018,2,1,VOLTA ALESSANDRO,,0,ALESSANDRO VOLTA,ALESSANDRO VOLTA,ALESSANDRO VOLTA,
1019,2,1,SIMPLICIANO (SAN),,0,SAN SIMPLICIANO,SAN SIMPLICIANO,SAN SIMPLICIANO,
1020,2,1,TESSA DELIO,19510313,0,DELIO TESSA,DELIO TESSA,DELIO TESSA,
1022,2,1,CAVALIERI DEL SANTO SEPOLCRO,,0,DEI CAVALIERI DEL SANTO SEPOLCRO,DEI CAVALIERI DEL SANTO SEPOLCRO,CAVALIERI DEL SANTO SEPOLCRO,
1023,2,1,ANCONA,,0,ANCONA,ANCONA,ANCONA,
1024,2,1,CHIOSTRI (DEI),,0,DEI CHIOSTRI,DEI CHIOSTRI,DEI CHIOSTRI,
1025,2,1,PALERMO,,0,PALERMO,PALERMO,PALERMO,
1026,2,4,TREVES CLAUDIO,,0,CLAUDIO TREVES,CLAUDIO TREVES,CLAUDIO TREVES,
1027,2,3,SIMPLICIANO (SAN),,0,SAN SIMPLICIANO,SAN SIMPLICIANO,SAN SIMPLICIANO,
1028,2,1,SOLFERINO,,0,SOLFERINO,SOLFERINO,SOLFERINO,
1029,2,1,STATUTO,,0,STATUTO,STATUTO,STATUTO,
1030,2,1,LOVANIO,,0,LOVANIO,LOVANIO,LOVANIO,
1031,2,1,VARESE,,0,VARESE,VARESE,VARESE,
1032,2,1,PONTIDA,,0,PONTIDA,PONTIDA,PONTIDA,
1033,2,4,LA FOPPA,,0,LA FOPPA,LA FOPPA,LA FOPPA,
1034,2,1,MILAZZO,,0,MILAZZO,MILAZZO,MILAZZO,
1035,2,1,MARSALA,,0,MARSALA,MARSALA,MARSALA,
1036,2,1,MARCO (SAN),,0,SAN MARCO,SAN MARCO,SAN MARCO,
1037,2,1,MONTEBELLO,,0,MONTEBELLO,MONTEBELLO,MONTEBELLO,
1038,2,3,MIRABELLO CARLO,,0,CARLO MIRABELLO,CARLO MIRABELLO,CARLO MIRABELLO,
1039,2,1,GOITO,,0,GOITO,GOITO,GOITO,
1040,2,3,MARCO (SAN),,0,SAN MARCO,SAN MARCO,SAN MARCO,
1041,2,1,CERNAIA,,0,CERNAIA,CERNAIA,CERNAIA,
1042,2,1,FERMO (SAN),,0,SAN FERMO,SAN FERMO,SAN FERMO,
1043,2,1,CASTELFIDARDO,,0,CASTELFIDARDO,CASTELFIDARDO,CASTELFIDARDO,
1044,2,11,PORTA NUOVA (DI),,0,DI PORTA NUOVA,DI PORTA NUOVA,DI PORTA NUOVA,
1045,2,1,BERTONI RENZO,,0,RENZO BERTONI,RENZO BERTONI,RENZO BERTONI,
1046,2,1,SANDRI SANDRO,,0,SANDRO SANDRI,SANDRO SANDRI,SANDRO SANDRI,
1047,2,1,FATEBENESORELLE,,0,FATEBENESORELLE,FATEBENESORELLE,FATEBENESORELLE,
1048,2,1,DE MARCHI MARCO,,0,MARCO DE MARCHI,MARCO DE MARCHI,MARCO DE MARCHI,
1049,2,1,PARINI GIUSEPPE,,0,GIUSEPPE PARINI,GIUSEPPE PARINI,GIUSEPPE PARINI,
1050,2,1,APPIANI ANDREA,,0,ANDREA APPIANI,ANDREA APPIANI,ANDREA APPIANI,
1051,2,1,PORTA CARLO,,0,CARLO PORTA,CARLO PORTA,CARLO PORTA,
1052,2,1,MANIN DANIELE,,0,DANIELE MANIN,DANIELE MANIN,DANIELE MANIN,
1053,2,1,TURATI FILIPPO,,0,FILIPPO TURATI,FILIPPO TURATI,FILIPPO TURATI,
1054,2,1,PRINCIPE AMEDEO,,0,PRINCIPE AMEDEO,PRINCIPE AMEDEO,PRINCIPE AMEDEO,
1055,2,3,REPUBBLICA (DELLA),,0,DELLA REPUBBLICA,DELLA REPUBBLICA,DELLA REPUBBLICA,
1056,2,2,MONTE SANTO,19230719,0,MONTE SANTO,MONTE SANTO,MONTE SANTO,
1057,2,1,MANGILI CESARE,19280201,0,CESARE MANGILI,CESARE MANGILI,CESARE MANGILI,
1058,2,1,CAVALIERI BONAVENTURA,,0,BONAVENTURA CAVALIERI,BONAVENTURA CAVALIERI,BONAVENTURA CAVALIERI,
1059,2,1,MARCORA GIUSEPPE,,0,GIUSEPPE MARCORA,GIUSEPPE MARCORA,GIUSEPPE MARCORA,
1060,2,1,TARCHETTI IGINIO UGO,,0,IGINIO UGO TARCHETTI,IGINIO UGO TARCHETTI,UGO IGINIO TARCHETTI,
1061,2,7,PRINCIPESSA CLOTILDE,,0,PRINCIPESSA CLOTILDE,PRINCIPESSA CLOTILDE,PRINCIPESSA CLOTILDE,
1062,2,14,PORTA NUOVA (DI),,0,DI PORTA NUOVA,DI PORTA NUOVA,DI PORTA NUOVA,
1063,2,2,CRISPI FRANCESCO,19510313,0,FRANCESCO CRISPI,FRANCESCO CRISPI,FRANCESCO CRISPI,
1064,2,3,VENTICINQUE APRILE,,0,VENTICINQUE APRILE,VENTICINQUE APRILE,25 APRILE,
1065,2,3,ANGELO (SANT'),,0,SANT'ANGELO,SANT'ANGELO,SANT'ANGELO,
1066,2,14,PORTA VOLTA (DI),,0,DI PORTA VOLTA,DI PORTA VOLTA,DI PORTA VOLTA,
1067,2,3,PAOLO VI,19960612,0,PAOLO VI,PAOLO SESTO,PAOLO SESTO,
1068,2,1,ALBERTINI LUIGI,,0,LUIGI ALBERTINI,LUIGI ALBERTINI,LUIGI ALBERTINI,
1069,2,1,GIULIANOVA,,0,GIULIANOVA,GIULIANOVA,GIULIANOVA,
1070,2,1,ROCCA GINO,19701117,0,GINO ROCCA,GINO ROCCA,GINO ROCCA,
1071,2,1,FRACCHIA UMBERTO,19701117,0,UMBERTO FRACCHIA,UMBERTO FRACCHIA,UMBERTO FRACCHIA,
1072,2,1,VERGANI ORIO,19701117,0,ORIO VERGANI,ORIO VERGANI,ORIO VERGANI,
1073,2,1,DE GRADA RAFFAELE,19701117,0,RAFFAELE DE GRADA,RAFFAELE DE GRADA,RAFFAELE DE GRADA,
1074,2,1,BIROLLI RENATO,19701117,0,RENATO BIROLLI,RENATO BIROLLI,RENATO BIROLLI,
1075,2,1,BONTEMPELLI MASSIMO,19701117,0,MASSIMO BONTEMPELLI,MASSIMO BONTEMPELLI,MASSIMO BONTEMPELLI,
1076,2,1,BARZINI LUIGI,19701117,0,LUIGI BARZINI,LUIGI BARZINI,LUIGI BARZINI,
1077,2,1,CAMPANINI ALFREDO,19740328,0,ALFREDO CAMPANINI,ALFREDO CAMPANINI,ALFREDO CAMPANINI,
1078,2,1,DEL GRILLO BORROMEO CLELIA,19740328,0,CLELIA DEL GRILLO BORROMEO,CLELIA DEL GRILLO BORROMEO,CLELIA DEL GRILLO BORROMEO,
1079,2,1,GALIMBERTI TANCREDI DETTO DUCCIO,19740328,0,TANCREDI DUCCIO GALIMBERTI,TANCREDI DUCCIO GALIMBERTI,TANCREDI (DUCCIO) GALIMBERTI,
1080,2,1,BALZAN EUGENIO,20030912,0,EUGENIO BALZAN,EUGENIO BALZAN,EUGENIO BALZAN,
1081,2,27,LAGORIO GINA,20150716,0,GINA LAGORIO,GINA LAGORIO,GINA LAGORIO,
1084,2,1,ARTIGIANELLI (DEGLI),,0,DEGLI ARTIGIANELLI,DEGLI ARTIGIANELLI,DEGLI ARTIGIANELLI,
1085,2,1,BRACCO ROBERTO,,0,ROBERTO BRACCO,ROBERTO BRACCO,ROBERTO BRACCO,
1086,2,1,SCIALOIA VITTORIO,,0,VITTORIO SCIALOIA,VITTORIO SCIALOIA,VITTORIO SCIALOIA,
1087,2,1,CEVEDALE,,0,CEVEDALE,CEVEDALE,CEVEDALE,
1088,2,2,FERMI ENRICO,,0,ENRICO FERMI,ENRICO FERMI,ENRICO FERMI,
1089,2,1,KOERNER GUGLIELMO,19571119,0,GUGLIELMO KOERNER,GUGLIELMO KOERNER,GUGLIELMO KOERNER,
1090,2,1,MENOZZI ANGELO,19571119,0,ANGELO MENOZZI,ANGELO MENOZZI,ANGELO MENOZZI,
1091,2,1,RACCONIGI,,0,RACCONIGI,RACCONIGI,RACCONIGI,
1092,2,1,SANTHIA',,0,SANTHIA',SANTHIA',SANTHIA',
1093,2,1,CIRIE',,0,CIRIE',CIRIE',CIRIE',
1094,2,1,DEMONTE,,0,DEMONTE,DEMONTE,DEMONTE,
1095,2,1,MONCALIERI,,0,MONCALIERI,MONCALIERI,MONCALIERI,
1096,2,1,PALLETTA GIOVANNI BATTISTA,,0,GIOVANNI BATTISTA PALLETTA,GIOVANNI BATTISTA PALLETTA,GIOVANNI BATTISTA PALLETTA,
1097,2,1,CHERASCO,,0,CHERASCO,CHERASCO,CHERASCO,
1098,2,1,VAL MAIRA,,0,VAL MAIRA,VAL MAIRA,VAL MAIRA,
1099,2,1,GIROLA CARLO,,0,CARLO GIROLA,CARLO GIROLA,CARLO GIROLA,
1100,2,1,TOMMASO DA CAZZANIGA,,0,TOMMASO DA CAZZANIGA,TOMMASO DA CAZZANIGA,TOMMASO DA CAZZANIGA,
1101,2,2,MONTE GRAPPA,19230719,0,MONTE GRAPPA,MONTE GRAPPA,MONTE GRAPPA,
1102,2,1,GALILEI GALILEO,,0,GALILEO GALILEI,GALILEO GALILEI,GALILEO GALILEI,
1103,2,1,POLO MARCO,,0,MARCO POLO,MARCO POLO,MARCO POLO,
1104,2,1,CARTESIO,,0,CARTESIO,CARTESIO,RENATO CARTESIO,
1105,2,2,FERDINANDO DI SAVOIA,,0,FERDINANDO DI SAVOIA,FERDINANDO DI SAVOIA,FERDINANDO DI SAVOIA,
1106,2,3,COMPASSO D'ORO,20200909,0,COMPASSO D'ORO,COMPASSO D'ORO,COMPASSO D'ORO,
1107,2,1,VESPUCCI AMERIGO,19701113,0,AMERIGO VESPUCCI,AMERIGO VESPUCCI,AMERIGO VESPUCCI,
1108,2,1,GIOIA MELCHIORRE,,0,MELCHIORRE GIOIA,MELCHIORRE GIOIA,MELCHIORRE GIOIA,
1109,2,1,BONNET NINO,,0,NINO BONNET,NINO BONNET,NINO BONNET,
1110,2,1,ROSALES GASPARE,19301002,0,GASPARE ROSALES,GASPARE ROSALES,GASPARE ROSALES,
1111,2,11,COMO,,0,COMO,COMO,COMO,
1112,2,2,PASUBIO,19230719,0,PASUBIO,PASUBIO,PASUBIO,
1113,2,1,MARONCELLI PIETRO,,0,PIETRO MARONCELLI,PIETRO MARONCELLI,PIETRO MARONCELLI,
1114,2,1,FARINI CARLO,,0,CARLO FARINI,CARLO FARINI,CARLO FARINI,
1115,2,1,QUADRIO MAURIZIO,,0,MAURIZIO QUADRIO,MAURIZIO QUADRIO,MAURIZIO QUADRIO,
1116,2,1,SPERI TITO,,0,TITO SPERI,TITO SPERI,TITO SPERI,
1117,2,1,D'AZEGLIO MASSIMO,19000101,0,MASSIMO D'AZEGLIO,MASSIMO D'AZEGLIO,MASSIMO D'AZEGLIO,
1118,2,1,TAZZOLI ENRICO,,0,ENRICO TAZZOLI,ENRICO TAZZOLI,ENRICO TAZZOLI,
1119,2,1,FERRARI GIUSEPPE,,0,GIUSEPPE FERRARI,GIUSEPPE FERRARI,GIUSEPPE FERRARI,
1120,2,1,DE CRISTOFORIS CARLO,,0,CARLO DE CRISTOFORIS,CARLO DE CRISTOFORIS,CARLO DE CRISTOFORIS,
1121,2,1,VIGANO' FRANCESCO,19301002,0,FRANCESCO VIGANO',FRANCESCO VIGANO',FRANCESCO VIGANO',
1122,2,1,BIANCHI D'ESPINOSA LUIGI,19911112,0,LUIGI BIANCHI D'ESPINOSA,LUIGI BIANCHI D'ESPINOSA,LUIGI BIANCHI D'ESPINOSA,
1123,2,1,DE CASTILLIA GAETANO,,0,GAETANO DE CASTILLIA,GAETANO DE CASTILLIA,GAETANO DE CASTILLIA,
1124,2,5,DE CASTILLIA GAETANO,,0,GAETANO DE CASTILLIA,DI VIA GAETANO DE CASTILLIA,GAETANO DE CASTILLIA,
1125,2,1,CONFALONIERI FEDERICO,,0,FEDERICO CONFALONIERI,FEDERICO CONFALONIERI,FEDERICO CONFALONIERI,
1126,2,1,PEPE GUGLIELMO,,0,GUGLIELMO PEPE,GUGLIELMO PEPE,GUGLIELMO PEPE,
1127,2,1,PASTRENGO,,0,PASTRENGO,PASTRENGO,PASTRENGO,
1128,2,1,BORSIERI PIETRO,,0,PIETRO BORSIERI,PIETRO BORSIERI,PIETRO BORSIERI,
1129,2,1,CARMAGNOLA,,0,CARMAGNOLA,CARMAGNOLA,CARMAGNOLA,
1130,2,1,JACOPO DAL VERME,,0,JACOPO DAL VERME,JACOPO DAL VERME,JACOPO DAL VERME,
1131,2,1,SEBENICO,,0,SEBENICO,SEBENICO,SEBENICO,
1132,2,1,SPALATO,,0,SPALATO,SPALATO,SPALATO,
1133,2,3,MINNITI TITO,,0,TITO MINNITI,TITO MINNITI,TITO MINNITI,
1134,2,1,GARIGLIANO,,0,GARIGLIANO,GARIGLIANO,GARIGLIANO,
1135,2,1,VOLTURNO,,0,VOLTURNO,VOLTURNO,VOLTURNO,
1136,2,1,PERASTO,,0,PERASTO,PERASTO,PERASTO,
1137,2,1,ANGELO DELLA PERGOLA,,0,ANGELO DELLA PERGOLA,ANGELO DELLA PERGOLA,ANGELO DELLA PERGOLA,
1138,2,7,ARCHINTO CARLO,,0,CARLO ARCHINTO,CARLO ARCHINTO,CARLO ARCHINTO,
1139,2,1,COLA MONTANO,,0,COLA MONTANO,COLA MONTANO,COLA MONTANO,
1140,2,1,STRABONE,,0,STRABONE,STRABONE,STRABONE,
1141,2,1,MINZONI DON GIOVANNI,,0,DON GIOVANNI MINZONI,DON GIOVANNI MINZONI,DON GIOVANNI MINZONI,
1142,2,1,PORRO LAMBERTENGHI LUIGI,19210608,0,LUIGI PORRO LAMBERTENGHI,LUIGI PORRO LAMBERTENGHI,LUIGI PORRO LAMBERTENGHI,
1143,2,1,BASSI UGO,,0,UGO BASSI,UGO BASSI,UGO BASSI,
1144,2,3,FIDIA,,0,FIDIA,FIDIA,FIDIA,
1145,2,1,ROSSO MEDARDO,,0,MEDARDO ROSSO,MEDARDO ROSSO,MEDARDO ROSSO,
1146,2,1,POLLAIUOLO ANTONIO,,0,ANTONIO POLLAIUOLO,ANTONIO POLLAIUOLO,ANTONIO POLLAIUOLO,
1147,2,1,LEPONTINA,,0,LEPONTINA,LEPONTINA,LEPONTINA,
1148,2,7,SEGRINO,,0,SEGRINO,SEGRINO,SEGRINO,
1149,2,1,BOLTRAFFIO GIAN ANTONIO,,0,GIAN ANTONIO BOLTRAFFIO,GIAN ANTONIO BOLTRAFFIO,GIAN ANTONIO BOLTRAFFIO,
1150,2,1,ABBADESSE,20000101,0,ABBADESSE,ABBADESSE,ABBADESSE,
1151,2,1,ARNALDO DA BRESCIA,,0,ARNALDO DA BRESCIA,ARNALDO DA BRESCIA,ARNALDO DA BRESCIA,
1152,2,1,BOSCAIOLA (DELLA),,0,DELLA BOSCAIOLA,DELLA BOSCAIOLA,DELLA BOSCAIOLA,
1153,2,1,ALSERIO,,0,ALSERIO,ALSERIO,ALSERIO,
1154,2,1,TRAU',,0,TRAU',TRAU',TRAU',
1155,2,7,LAGOSTA,19290327,0,LAGOSTA,LAGOSTA,LAGOSTA,
1156,2,1,POLA,19230719,0,POLA,POLA,POLA,
1157,2,1,SASSETTI FILIPPO,,0,FILIPPO SASSETTI,FILIPPO SASSETTI,FILIPPO SASSETTI,
1158,2,1,ROSELLINI IPPOLITO,,0,IPPOLITO ROSELLINI,IPPOLITO ROSELLINI,IPPOLITO ROSELLINI,
1159,2,1,ASSERETO (DEGLI),,0,DEGLI ASSERETO,DEGLI ASSERETO,DEGLI ASSERETO,
1160,2,1,OLDOFREDI ERCOLE,19230719,0,ERCOLE OLDOFREDI,ERCOLE OLDOFREDI,ERCOLE OLDOFREDI,
1161,2,1,ALGAROTTI FRANCESCO,,0,FRANCESCO ALGAROTTI,FRANCESCO ALGAROTTI,FRANCESCO ALGAROTTI,
1162,2,1,GALLI DINA,19660117,0,DINA GALLI,DINA GALLI,DINA GALLI,
